Details,Accession,Release_Date,Species,Genus,Family,Length,Nuc._Completeness,Genotype,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
,KU558923,2016-06-09T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30985,complete,,Bangladesh,Bubalus bubalis,,2014-10-01,,"Betacoronavirus 1 isolate Buffalo coronavirus B1-28F, complete genome"
,KP209310,2014-12-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2014-03-07,,"Middle East respiratory syndrome coronavirus strain Abu Dhabi/Gayathi_UAE_2_2014, complete genome"
,KP209309,2014-12-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2014-04-19,,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_30_2014, complete genome"
,KP209306,2014-12-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,lung,2014-04-07,,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_8_2014, complete genome"
,KP209307,2014-12-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2014-04-10,,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_18_2014, complete genome"
,KP209312,2014-12-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,lung,2013-11-15,,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_9_2013, complete genome"
,FJ884686,2009-04-20T00:00:00Z,Murine coronavirus,Betacoronavirus,Coronaviridae,31275,complete,,USA,Mus musculus,,,,"Murine hepatitis virus strain A59 B11 variant, complete genome"
,FJ884687,2009-04-20T00:00:00Z,Murine coronavirus,Betacoronavirus,Coronaviridae,31277,complete,,USA,Mus musculus,,,,"Murine hepatitis virus strain A59 B12 variant, complete genome"
,KT374053,2015-11-24T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-13,,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/014-2-2015, complete genome"
,KT374054,2015-11-24T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-03,,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/035-1-2015, complete genome"
,KT779556,2016-03-09T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29887,complete,,China,Homo sapiens,oronasopharynx,2009-04-23,,"Human coronavirus HKU1 isolate BJ01-p9, complete genome"
,KT374052,2015-11-24T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,complete,,South Korea,Homo sapiens,lung,2015-05-31,,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/014-1-2015, complete genome"
,KT779555,2016-03-09T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29887,complete,,China,Homo sapiens,oronasopharynx,2009-04-23,,"Human coronavirus HKU1 isolate BJ01-p3, complete genome"
,KT374051,2015-11-24T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-19,,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/163-1-2015, complete genome"
,KT374050,2015-11-24T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-29,,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/163-2-2015, complete genome"
,KT374055,2015-11-24T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,complete,,South Korea,Homo sapiens,lung,2015-06-18,,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/035-2-2015, complete genome"
,KT026453,2015-06-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30114,complete,,Saudi Arabia,Homo sapiens,lung,2015-02-10,,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh_KSA_2959_2015, complete genome"
,KT026455,2015-06-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30114,complete,,Saudi Arabia,Homo sapiens,lung,2015-02-10,,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh_KSA_2959_2015, complete genome"
,KT026454,2015-06-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2015-03-01,,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh_KSA_4050_2015, complete genome"
,KU308549,2016-03-01T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30119,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-08,,"Middle East respiratory syndrome coronavirus isolate Korea/Seoul/SNU1-035/2015, complete genome"
,KX034095,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-04,,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/066-2015, complete genome"
,KX034099,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30110,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-26,,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/169-2015, complete genome"
,KX034098,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30106,complete,,South Korea,Homo sapiens,lung,2015-06-22,,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/162-1-2015, complete genome"
,KX034094,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30111,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-11,,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/050-1-2015, complete genome"
,KX034097,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-17,,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/080-3-2015, complete genome"
,KX034096,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30082,complete,,South Korea,Homo sapiens,lung,2015-06-17,,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/077-2-2015, complete genome"
,KT368888,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30116,complete,,Saudi Arabia,Camelus,,2015-04,,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T98/2015, complete genome"
,KU242423,2015-12-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30112,complete,,United Arab Emirates,Camelus dromedarius,,2014-03-12,,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D511-14, complete genome"
,KT806051,2016-01-13T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-02-05,,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh-KSA-2716/2015, complete genome"
,KT121581,2015-11-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29751,complete,,Saudi Arabia,Homo sapiens,,2014-05-03,,"Middle East respiratory syndrome coronavirus isolate KFMC-7, complete genome"
,KM027258,2014-11-12T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29809,complete,,Saudi Arabia,Homo sapiens,,2014-04-12,,"Middle East respiratory syndrome coronavirus isolate Jeddah_C8826/KSA/2014-04-12, complete genome"
,KF923892,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-05,,"Human coronavirus OC43 isolate 5345/2007, complete genome"
,KF923901,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-06,,"Human coronavirus OC43 isolate 5472/2007, complete genome"
,KF923911,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-06,,"Human coronavirus OC43 isolate 5479/2007, complete genome"
,KF923894,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-05,,"Human coronavirus OC43 isolate 5352/2007, complete genome"
,KF923897,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30711,complete,,China,Homo sapiens,oronasopharynx,2012-06,,"Human coronavirus OC43 isolate 3269A/2012, complete genome"
,KF923899,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30722,complete,,China,Homo sapiens,oronasopharynx,2006-09,,"Human coronavirus OC43 isolate 3582/2006, complete genome"
,KF923898,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30716,complete,,China,Homo sapiens,oronasopharynx,2012-03,,"Human coronavirus OC43 isolate 3184A/2012, complete genome"
,KF923886,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30719,complete,,China,Homo sapiens,oronasopharynx,2010-03,,"Human coronavirus OC43 isolate 1908A/2010, complete genome"
,KF923903,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2012-05,,"Human coronavirus OC43 isolate 12691/2012, complete genome"
,KF923904,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2012-05,,"Human coronavirus OC43 isolate 12694/2012, complete genome"
,KF923890,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-04,,"Human coronavirus OC43 isolate 39A/2007, complete genome"
,KF923920,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-07,,"Human coronavirus OC43 isolate 5617/2007, complete genome"
,KF923912,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-06,,"Human coronavirus OC43 isolate 5484/2007, complete genome"
,KF923902,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2012-05,,"Human coronavirus OC43 isolate 12689/2012, complete genome"
,KF923895,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30731,complete,,China,Homo sapiens,oronasopharynx,2010-07,,"Human coronavirus OC43 isolate 10285/2010, complete genome"
,KF923917,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-06,,"Human coronavirus OC43 isolate 5566/2007, complete genome"
,KT006149,2015-06-05T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30114,complete,,China,Homo sapiens,oronasopharynx,2015-05-27,,"Middle East respiratory syndrome coronavirus strain ChinaGD01, complete genome"
,KF923889,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30719,complete,,China,Homo sapiens,oronasopharynx,2006-03,,"Human coronavirus OC43 isolate 1926/2006, complete genome"
,KF923893,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2010-07,,"Human coronavirus OC43 isolate 2151A/2010, complete genome"
,KF923921,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-05,,"Human coronavirus OC43 isolate 69A/2007, complete genome"
,KF923916,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-06,,"Human coronavirus OC43 isolate 5519/2007, complete genome"
,KT029139,2015-06-09T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30108,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-05-20,,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/KNIH/002_05_2015, complete genome"
,KF923905,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30722,complete,,China,Homo sapiens,oronasopharynx,2005-06,,"Human coronavirus OC43 isolate 229/2005, complete genome"
,KJ813439,2014-05-13T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,USA,Homo sapiens,"lung, oronasopharynx",2014-04-30,,"Middle East respiratory syndrome coronavirus strain Indiana/USA-1_Saudi Arabia_2014, complete genome"
,KM027256,2014-11-12T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29918,complete,,Saudi Arabia,Homo sapiens,,2014,,"Middle East respiratory syndrome coronavirus isolate Jeddah_C7569/KSA/2014-04-03, complete genome"
,KM027257,2014-11-12T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29774,complete,,Saudi Arabia,Homo sapiens,,2014-04-07,,"Middle East respiratory syndrome coronavirus isolate Jeddah_C7770/KSA/2014-04-07, complete genome"
,KT121575,2015-11-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29896,complete,,Saudi Arabia,Homo sapiens,,2014-05-12,,"Middle East respiratory syndrome coronavirus isolate KFMC-4, complete genome"
,KM027255,2014-11-12T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29919,complete,,Saudi Arabia,Homo sapiens,,2014,,"Middle East respiratory syndrome coronavirus isolate Jeddah_C7149/KSA/2014-04-05, complete genome"
,KT121572,2015-11-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29896,complete,,Saudi Arabia,Homo sapiens,,2014-05-12,,"Middle East respiratory syndrome coronavirus isolate KFMC-5, complete genome"
,KT121576,2015-11-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29896,complete,,Saudi Arabia,Homo sapiens,,2014-05-18,,"Middle East respiratory syndrome coronavirus isolate KFMC-6, complete genome"
,KT156561,2015-06-23T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Oman,Homo sapiens,oronasopharynx,2013-12-28,,"Middle East respiratory syndrome coronavirus strain Hu/Oman_2874_2013, complete genome"
,KT156560,2015-06-23T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Oman,Homo sapiens,oronasopharynx,2013-10-28,,"Middle East respiratory syndrome coronavirus strain Hu/Oman_2285_2013, complete genome"
,KY688119,2017-12-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30061,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-05-01,,"Middle East respiratory syndrome-related coronavirus strain Hu/Aseer-KSA-Rs924/2015, complete genome"
,KY417150,2017-11-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30311,complete,,China,Rhinolophus sinicus,,2013-07-21,,"Bat SARS-like coronavirus isolate Rs4874, complete genome"
,KY688121,2017-12-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30039,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-05-22,,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11442/2015, complete genome"
,KY688123,2017-12-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30102,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-05-13,,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11150/2015, complete genome"
,KY688124,2017-12-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30102,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-05-20,,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11401/2015, complete genome"
,KY688118,2017-12-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30075,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-02-07,,"Middle East respiratory syndrome-related coronavirus strain Hu/Khobar-KSA-6736/2015, complete genome"
,KY417145,2017-11-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29710,complete,,China,Rhinolophus ferrumequinum,,2012-09-18,,"Bat SARS-like coronavirus isolate Rf4092, complete genome"
,KY994645,2017-12-19T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30684,complete,,China,Sus scrofa,brain,2008-08-21,,"Porcine hemagglutinating encephalomyelitis virus strain JL/2008, complete genome"
,KY417144,2017-11-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29770,complete,,China,Rhinolophus sinicus,,2012-09-18,,"Bat SARS-like coronavirus isolate Rs4084, complete genome"
,KY417142,2017-11-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29725,complete,,China,Aselliscus stoliczkanus,,2014-05-12,,"Bat SARS-like coronavirus isolate As6526, complete genome"
,KY417151,2017-11-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30307,complete,,China,Rhinolophus sinicus,,2014-10-24,,"Bat SARS-like coronavirus isolate Rs7327, complete genome"
,KY417146,2017-11-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,complete,,China,Rhinolophus sinicus,,2013-04-17,,"Bat SARS-like coronavirus isolate Rs4231, complete genome"
,KY417149,2017-11-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29743,complete,,China,Rhinolophus sinicus,,2013-04-17,,"Bat SARS-like coronavirus isolate Rs4255, complete genome"
,MF598638,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B47_2015, complete genome"
,MF598639,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B48_2015, complete genome"
,MF598626,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B34_2015, complete genome"
,MF598685,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B97_2015, complete genome"
,MF598637,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B46_2015, complete genome"
,MF598629,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B37_2015, complete genome"
,MF598633,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B41_2015, complete genome"
,MF598640,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B49_2015, complete genome"
,MF598634,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B42_2015, complete genome"
,MF598681,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B92_2015, complete genome"
,MF598632,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B40_2015, complete genome"
,MF598683,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B95_2015, complete genome"
,MF598636,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B45_2015, complete genome"
,MF598635,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B44_2015, complete genome"
,MG366880,2017-12-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2015-06-02,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7436/2017, complete genome"
,MG366882,2017-12-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2015-06-07,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-8683/2017, complete genome"
,KY581691,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2014-04-14,,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_023_2014, complete genome"
,KY581694,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2014,,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_X_2014, complete genome"
,AY274119,2003-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29751,complete,,Canada,Homo sapiens,,,,"Severe acute respiratory syndrome-related coronavirus isolate Tor2, complete genome"
,KY688120,2017-12-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30102,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-05-10,,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11002/2015, complete genome"
,KY688122,2017-12-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30059,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-05-27,,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11767/2015, complete genome"
,KY581687,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2013-12-23,,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_011_2013, complete genome"
,KY581684,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2013-07-10,,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_002_2013, complete genome"
,KY581693,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2014-04-20,,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_032_2014, complete genome"
,KY581695,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus,oronasopharynx,2014-06-01,,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1B-A_2014, complete genome"
,KY581699,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus,oronasopharynx,2014-06-01,,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_2B-E_2014, complete genome"
,KY581697,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus,oronasopharynx,2014-02-18,,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-D_2014, complete genome"
,KY581690,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2014-04-12,,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_017_2014, complete genome"
,KY581689,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2014-04-10,,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_015_2014, complete genome"
,KY581698,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus,oronasopharynx,2014-06-01,,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-F_2014, complete genome"
