Name,Rank,Number of Births,year
Jeannette,497,3,1976
Kathrine,497,3,1976
Lourda,497,3,1976
Lyn,497,3,1976
Maeliosa,497,3,1976
Melonie,497,3,1976
Muiriosa,497,3,1976
Noelette,497,3,1976
Richenda,497,3,1976
Susann,497,3,1976
Valarie,497,3,1976
Mary,1,972,1977
Sinead,2,694,1977
Catherine,3,693,1977
Michelle,4,594,1977
Karen,5,570,1977
Caroline,6,563,1977
Deirdre,7,540,1977
Margaret,8,463,1977
Fiona,9,460,1977
Jennifer,10,451,1977
Elaine,11,430,1977
Sarah,12,413,1977
Sharon,13,394,1977
Niamh,14,390,1977
Lisa,15,382,1977
Elizabeth,16,381,1977
Linda,17,372,1977
Ann,18,364,1977
Susan,19,360,1977
Anne,20,356,1977
Lorraine,21,341,1977
Patricia,22,339,1977
Louise,23,330,1977
Claire,23,330,1977
Nicola,25,320,1977
Yvonne,26,306,1977
Gillian,27,297,1977
Martina,28,287,1977
Sandra,29,285,1977
Emma,30,283,1977
Siobhan,30,283,1977
Joanne,32,282,1977
Orla,33,279,1977
Helen,34,264,1977
Laura,35,263,1977
Aoife,36,252,1977
Marie,37,243,1977
Maria,38,237,1977
Sabrina,39,229,1977
Ciara,40,222,1977
Geraldine,41,211,1977
Denise,42,208,1977
Amanda,43,205,1977
Ruth,44,201,1977
Bridget,45,200,1977
Suzanne,46,198,1977
Aisling,47,197,1977
Deborah,48,187,1977
Carol,49,184,1977
Bernadette,50,179,1977
Julie,51,178,1977
Olivia,52,175,1977
Jacqueline,53,169,1977
Rachel,54,166,1977
Paula,55,164,1977
Grainne,56,161,1977
Edel,56,161,1977
Mairead,58,154,1977
Clare,59,150,1977
Aine,60,149,1977
Angela,60,149,1977
Emer,62,146,1977
Eileen,63,145,1977
Audrey,64,143,1977
Kathleen,65,142,1977
Alison,66,140,1977
Tara,67,139,1977
Valerie,68,131,1977
Tracy,68,131,1977
Tracey,68,131,1977
Barbara,71,126,1977
Anna,72,125,1977
Teresa,72,125,1977
Jane,74,124,1977
Colette,75,114,1977
Carmel,76,110,1977
Catriona,77,109,1977
Sheila,78,108,1977
Maeve,79,104,1977
Helena,79,104,1977
Gemma,81,101,1977
Christina,81,101,1977
Anita,83,99,1977
Josephine,84,97,1977
Clodagh,85,96,1977
Tanya,85,96,1977
Ellen,87,95,1977
Ashling,87,95,1977
Noreen,89,94,1977
Roisin,90,93,1977
Pauline,90,93,1977
Lorna,92,91,1977
Rebecca,93,90,1977
Andrea,93,90,1977
Brenda,95,89,1977
Eimear,96,87,1977
Caitriona,97,81,1977
Aileen,97,81,1977
Irene,99,80,1977
Joan,100,79,1977
Avril,101,78,1977
Annette,102,77,1977
Georgina,103,75,1977
Natasha,104,74,1977
Miriam,105,73,1977
Victoria,106,72,1977
Jean,106,72,1977
Brigid,108,71,1977
Pamela,108,71,1977
Wendy,108,71,1977
Nora,111,70,1977
Samantha,111,70,1977
Shirley,111,70,1977
Hazel,114,69,1977
Evelyn,114,69,1977
Eleanor,116,68,1977
Noelle,116,68,1977
Donna,116,68,1977
Stephanie,119,67,1977
Katherine,119,67,1977
Una,119,67,1977
Christine,122,66,1977
Marian,123,64,1977
Frances,124,62,1977
Emily,125,61,1977
Melissa,125,61,1977
Janet,125,61,1977
Antoinette,128,60,1977
Lynn,128,60,1977
Diane,130,58,1977
Joanna,131,55,1977
Hilary,131,55,1977
Imelda,131,55,1977
Majella,134,54,1977
Rose,135,53,1977
Julia,136,52,1977
Vanessa,136,52,1977
Jacinta,138,51,1977
Regina,138,51,1977
Maureen,138,51,1977
Grace,141,49,1977
Alice,141,49,1977
Rosemary,141,49,1977
Sylvia,141,49,1977
Sonya,141,49,1977
Janice,141,49,1977
Celine,147,48,1977
Breda,147,48,1977
Johanna,149,47,1977
Veronica,150,46,1977
Rita,150,46,1977
Olive,150,46,1977
Rosaleen,150,46,1977
Amy,154,45,1977
Aideen,154,45,1977
Dawn,154,45,1977
Therese,154,45,1977
Nichola,154,45,1977
Natalie,159,44,1977
Lesley,159,44,1977
Melanie,161,43,1977
Theresa,161,43,1977
Philomena,163,42,1977
Maura,164,41,1977
Nuala,164,41,1977
Sorcha,166,37,1977
Naomi,167,36,1977
Cliona,167,36,1977
Fionnuala,167,36,1977
Triona,170,35,1977
Jill,171,34,1977
Maire,171,34,1977
Norma,171,34,1977
Leona,174,33,1977
Kelly,174,33,1977
Judith,174,33,1977
Marion,174,33,1977
Marguerite,174,33,1977
Susanne,174,33,1977
Eva,180,32,1977
Kathryn,180,32,1977
Jillian,180,32,1977
Rachael,183,31,1977
Adrienne,183,31,1977
Fidelma,183,31,1977
Siobhain,183,31,1977
Glenda,183,31,1977
Kim,188,30,1977
Vivienne,188,30,1977
Lynda,188,30,1977
Dolores,191,29,1977
Edwina,191,29,1977
Martha,193,28,1977
Michele,193,28,1977
Lucy,195,27,1977
Charlotte,195,27,1977
Eithne,195,27,1977
Gail,195,27,1977
Ursula,195,27,1977
Hannah,200,26,1977
Jessica,200,26,1977
Sara,200,26,1977
Cora,200,26,1977
Brid,200,26,1977
Serena,205,25,1977
Sonia,205,25,1977
Marcella,205,25,1977
Sabrena,205,25,1977
Ailish,209,24,1977
Monica,209,24,1977
Joyce,209,24,1977
Tina,209,24,1977
Cathriona,213,23,1977
June,213,23,1977
Leah,215,22,1977
Caoimhe,215,22,1977
Heather,215,22,1977
Esther,215,22,1977
Belinda,215,22,1977
Eilish,220,21,1977
Kerry,220,21,1977
Stacey,220,21,1977
Winifred,220,21,1977
Loraine,220,21,1977
Kate,225,20,1977
Rosemarie,225,20,1977
Shauna,227,19,1977
Cathy,227,19,1977
Eilis,227,19,1977
Allison,227,19,1977
Ramona,227,19,1977
Arlene,227,19,1977
Ita,227,19,1977
Lynne,227,19,1977
Eve,235,18,1977
Karina,235,18,1977
Genevieve,235,18,1977
Sheena,235,18,1977
Lindsay,235,18,1977
Aishling,240,17,1977
Olga,240,17,1977
Alma,240,17,1977
Mandy,240,17,1977
Treasa,240,17,1977
Finola,240,17,1977
Hilda,240,17,1977
Noeleen,240,17,1977
Ashley,248,16,1977
Katrina,248,16,1977
Agnes,248,16,1977
Oonagh,248,16,1977
Edele,248,16,1977
Sebrina,248,16,1977
Cara,254,15,1977
Orlaith,254,15,1977
Clara,254,15,1977
Madeline,254,15,1977
Adele,254,15,1977
Davina,254,15,1977
Marina,254,15,1977
Rhonda,254,15,1977
Abigail,262,14,1977
Bronagh,262,14,1977
Sally,262,14,1977
Leonie,262,14,1977
Rhona,262,14,1977
Loretta,262,14,1977
Noirin,262,14,1977
Zoe,269,13,1977
Ailbhe,269,13,1977
Shona,269,13,1977
Louisa,269,13,1977
Julianne,269,13,1977
Orna,269,13,1977
Norah,269,13,1977
Carina,269,13,1977
Carolyn,269,13,1977
Catherina,269,13,1977
Darina,269,13,1977
Debra,269,13,1977
Gayle,269,13,1977
Joann,269,13,1977
Nicole,283,12,1977
Alexandra,283,12,1977
Erica,283,12,1977
Cliodhna,283,12,1977
Lydia,283,12,1977
Lena,283,12,1977
Neasa,283,12,1977
Stella,283,12,1977
Kerrie,283,12,1977
Cecilia,283,12,1977
Kathy,283,12,1977
Vera,283,12,1977
Demelza,283,12,1977
Isobel,296,11,1977
Dearbhla,296,11,1977
Heidi,296,11,1977
Joy,296,11,1977
Antonia,296,11,1977
Dervla,296,11,1977
Marianne,296,11,1977
Ingrid,296,11,1977
Sile,296,11,1977
Anthea,296,11,1977
Corina,296,11,1977
Doreen,296,11,1977
Muriel,296,11,1977
Nollaig,296,11,1977
Thelma,296,11,1977
Amelia,311,10,1977
Muireann,311,10,1977
Annie,311,10,1977
Eadaoin,311,10,1977
Nessa,311,10,1977
Simone,311,10,1977
Jenny,311,10,1977
Gina,311,10,1977
Gwen,311,10,1977
Rosanna,311,10,1977
Dorothy,311,10,1977
Collette,311,10,1977
Daphne,311,10,1977
Janine,311,10,1977
Jeanette,311,10,1977
Lee,311,10,1977
Lynette,311,10,1977
Rowena,311,10,1977
Isabel,329,9,1977
Alicia,329,9,1977
Danielle,329,9,1977
Aislinn,329,9,1977
Judy,329,9,1977
Cynthia,329,9,1977
Selina,329,9,1977
Elva,329,9,1977
Lindsey,329,9,1977
Bernice,329,9,1977
Moira,329,9,1977
Cheryl,329,9,1977
Clair,329,9,1977
Eavan,329,9,1977
Janette,329,9,1977
Liza,329,9,1977
Lynsey,329,9,1977
Naoimh,329,9,1977
Rosalind,329,9,1977
Doireann,348,8,1977
Nina,348,8,1977
Nadine,348,8,1977
Blathnaid,348,8,1977
Gloria,348,8,1977
Selena,348,8,1977
Tammy,348,8,1977
Maxine,348,8,1977
Roberta,348,8,1977
Vivian,348,8,1977
Carole,348,8,1977
Dianne,348,8,1977
Dympna,348,8,1977
Ethel,348,8,1977
Gwendoline,348,8,1977
Kathrina,348,8,1977
Kelley,348,8,1977
Mona,348,8,1977
Patrice,348,8,1977
Corinna,348,8,1977
Johanne,348,8,1977
Carla,369,7,1977
Juliette,369,7,1977
Diana,369,7,1977
Erika,369,7,1977
Orlagh,369,7,1977
Nancy,369,7,1977
Pearl,369,7,1977
Dara,369,7,1977
Sian,369,7,1977
Camilla,369,7,1977
Hanora,369,7,1977
Vicky,369,7,1977
Violet,369,7,1977
Claudine,369,7,1977
Concepta,369,7,1977
Margo,369,7,1977
Rhoda,369,7,1977
Trudy,369,7,1977
Evonne,369,7,1977
Katherina,369,7,1977
Lyn,369,7,1977
Marita,369,7,1977
Katie,391,6,1977
Isabella,391,6,1977
Keelin,391,6,1977
Gabrielle,391,6,1977
Claudia,391,6,1977
Kellie,391,6,1977
Caragh,391,6,1977
Kara,391,6,1977
Jemma,391,6,1977
Blaithin,391,6,1977
Angelina,391,6,1977
Anastasia,391,6,1977
Jayne,391,6,1977
Cassandra,391,6,1977
Chiara,391,6,1977
Celina,391,6,1977
Sabina,391,6,1977
Brona,391,6,1977
Estelle,391,6,1977
Lyndsey,391,6,1977
Eibhlin,391,6,1977
Susanna,391,6,1977
Vivien,391,6,1977
Adelle,391,6,1977
Aoifa,391,6,1977
Karena,391,6,1977
Leigh,391,6,1977
Lucinda,391,6,1977
Roslyn,391,6,1977
Terri,391,6,1977
Yvette,391,6,1977
Emir,391,6,1977
Helene,391,6,1977
Lenora,391,6,1977
Patrina,391,6,1977
Phyllis,391,6,1977
Rosanne,391,6,1977
Terry,391,6,1977
Sophie,429,5,1977
Saoirse,429,5,1977
Aimee,429,5,1977
Sadhbh,429,5,1977
Aoibheann,429,5,1977
Lucia,429,5,1977
Nadia,429,5,1977
Kerri,429,5,1977
Carrie,429,5,1977
Lillian,429,5,1977
Renee,429,5,1977
Delia,429,5,1977
Lilian,429,5,1977
Aifric,429,5,1977
Edith,429,5,1977
Marlene,429,5,1977
Felicity,429,5,1977
Angeline,429,5,1977
Bairbre,429,5,1977
Cathleen,429,5,1977
Dervilla,429,5,1977
Eimer,429,5,1977
Ethna,429,5,1977
Freda,429,5,1977
Gretta,429,5,1977
Jenifer,429,5,1977
Jolene,429,5,1977
Lucille,429,5,1977
Miranda,429,5,1977
Nathalie,429,5,1977
Rosarie,429,5,1977
Rosario,429,5,1977
Shelley,429,5,1977
Tania,429,5,1977
Vicki,429,5,1977
Virginia,429,5,1977
Breffni,429,5,1977
Cathrina,429,5,1977
Lourda,429,5,1977
Erin,468,4,1977
Sophia,468,4,1977
Michaela,468,4,1977
Laoise,468,4,1977
Keira,468,4,1977
Hanna,468,4,1977
Juliet,468,4,1977
Matilda,468,4,1977
Beatrice,468,4,1977
Jamie,468,4,1977
Farrah,468,4,1977
Isabell,468,4,1977
Cait,468,4,1977
Derval,468,4,1977
Annmarie,468,4,1977
Ceire,468,4,1977
Eunice,468,4,1977
Lavinia,468,4,1977
Celia,468,4,1977
Florence,468,4,1977
Suzanna,468,4,1977
Alyson,468,4,1977
Attracta,468,4,1977
Beverley,468,4,1977
Beverly,468,4,1977
Breeda,468,4,1977
Bridin,468,4,1977
Dominique,468,4,1977
Elma,468,4,1977
Gerardine,468,4,1977
Jacintha,468,4,1977
Jeanne,468,4,1977
Jude,468,4,1977
Karin,468,4,1977
Katriona,468,4,1977
Meave,468,4,1977
Noleen,468,4,1977
Trina,468,4,1977
Corinne,468,4,1977
Eveleen,468,4,1977
Jeannette,468,4,1977
Juliann,468,4,1977
Leeann,468,4,1977
Marese,468,4,1977
Nodlaig,468,4,1977
Petrina,468,4,1977
Sharleen,468,4,1977
Susann,468,4,1977
Treacy,468,4,1977
Zelda,468,4,1977
Megan,518,3,1977
Caitlin,518,3,1977
Zara,518,3,1977
Faye,518,3,1977
Lara,518,3,1977
Siofra,518,3,1977
Leanne,518,3,1977
Hayley,518,3,1977
Riona,518,3,1977
Kirsten,518,3,1977
Nikola,518,3,1977
Elisha,518,3,1977
Meadhbh,518,3,1977
April,518,3,1977
Ashleigh,518,3,1977
Elisa,518,3,1977
Tamara,518,3,1977
Colleen,518,3,1977
Iris,518,3,1977
Reiltin,518,3,1977
Susannah,518,3,1977
Dana,518,3,1977
Dora,518,3,1977
Harriet,518,3,1977
Olwyn,518,3,1977
Aedin,518,3,1977
Astrid,518,3,1977
Cecelia,518,3,1977
Charlene,518,3,1977
Etain,518,3,1977
Lelia,518,3,1977
Cailin,518,3,1977
Cindy,518,3,1977
Abina,518,3,1977
Alena,518,3,1977
Angelique,518,3,1977
Anne-Marie,518,3,1977
Averil,518,3,1977
Charmaine,518,3,1977
Christa,518,3,1977
Corla,518,3,1977
Crona,518,3,1977
Debbie,518,3,1977
Doris,518,3,1977
Dymphna,518,3,1977
Feena,518,3,1977
Finnuala,518,3,1977
Fleur,518,3,1977
Helga,518,3,1977
Hillary,518,3,1977
Honora,518,3,1977
Ida,518,3,1977
Jennie,518,3,1977
Jo,518,3,1977
Jody,518,3,1977
Johannah,518,3,1977
Karan,518,3,1977
Leonora,518,3,1977
Maedhbh,518,3,1977
Marcia,518,3,1977
Marianna,518,3,1977
Marilyn,518,3,1977
Marisa,518,3,1977
Marjorie,518,3,1977
Melinda,518,3,1977
Philippa,518,3,1977
Rena,518,3,1977
Rona,518,3,1977
Rosaline,518,3,1977
Roseann,518,3,1977
Roseanne,518,3,1977
Selene,518,3,1977
Sheelagh,518,3,1977
Shelia,518,3,1977
Verona,518,3,1977
Zita,518,3,1977
Aisleen,518,3,1977
Alwyn,518,3,1977
Arlette,518,3,1977
Ashleen,518,3,1977
Breege,518,3,1977
Bridgette,518,3,1977
Catraoine,518,3,1977
Claudette,518,3,1977
Corrina,518,3,1977
Edell,518,3,1977
Hester,518,3,1977
Janie,518,3,1977
Kathrine,518,3,1977
Kathriona,518,3,1977
Leeanne,518,3,1977
Leone,518,3,1977
Nathania,518,3,1977
Remona,518,3,1977
Richelle,518,3,1977
Sharron,518,3,1977
Stacy,518,3,1977
Tamlyn,518,3,1977
Terrie,518,3,1977
Venessa,518,3,1977
Mary,1,1005,1978
Michelle,2,650,1978
Sinead,3,629,1978
Catherine,4,628,1978
Caroline,5,578,1978
Jennifer,6,535,1978
Fiona,7,507,1978
Deirdre,8,499,1978
Karen,9,482,1978
Lisa,10,466,1978
Sarah,11,463,1978
Margaret,12,449,1978
Louise,13,434,1978
Niamh,14,431,1978
Elaine,15,426,1978
Lorraine,16,418,1978
Elizabeth,17,410,1978
Claire,18,404,1978
Sharon,19,394,1978
Ann,20,386,1978
Linda,21,371,1978
Anne,22,364,1978
Nicola,23,362,1978
Emma,24,348,1978
Susan,25,343,1978
Patricia,26,323,1978
Laura,27,311,1978
Gillian,28,306,1978
Orla,29,305,1978
Siobhan,30,304,1978
Aoife,31,290,1978
Yvonne,32,278,1978
Sandra,33,277,1978
Marie,34,269,1978
Denise,35,263,1978
Amanda,36,259,1978
Martina,37,251,1978
Ciara,38,249,1978
Joanne,39,242,1978
Paula,40,240,1978
Maria,41,227,1978
Helen,41,227,1978
Suzanne,43,224,1978
Aisling,44,222,1978
Carol,45,210,1978
Bridget,46,197,1978
Sabrina,47,194,1978
Geraldine,48,188,1978
Edel,49,187,1978
Deborah,49,187,1978
Jacqueline,51,185,1978
Julie,52,182,1978
Rachel,53,181,1978
Ruth,54,172,1978
Grainne,55,167,1978
Angela,55,167,1978
Aine,57,161,1978
Kathleen,58,160,1978
Emer,59,159,1978
Olivia,60,154,1978
Mairead,61,150,1978
Eileen,62,148,1978
Bernadette,63,144,1978
Clare,64,143,1978
Alison,65,140,1978
Valerie,66,131,1978
Anna,67,129,1978
Audrey,68,128,1978
Jane,69,127,1978
Tracey,70,126,1978
Roisin,71,125,1978
Tracy,72,124,1978
Pauline,73,123,1978
Barbara,74,122,1978
Teresa,75,119,1978
Tara,76,117,1978
Donna,77,114,1978
Christina,78,112,1978
Brenda,79,107,1978
Sheila,80,104,1978
Caitriona,81,102,1978
Annette,82,97,1978
Christine,83,96,1978
Carmel,84,95,1978
Evelyn,85,92,1978
Gemma,86,91,1978
Jean,86,91,1978
Helena,88,89,1978
Georgina,89,88,1978
Rebecca,90,87,1978
Colette,90,87,1978
Ashling,92,85,1978
Ellen,93,84,1978
Andrea,93,84,1978
Nora,93,84,1978
Pamela,93,84,1978
Lynn,93,84,1978
Eimear,98,83,1978
Una,98,83,1978
Josephine,98,83,1978
Lorna,98,83,1978
Tanya,98,83,1978
Maeve,103,82,1978
Aileen,103,82,1978
Anita,105,81,1978
Catriona,106,78,1978
Grace,107,77,1978
Irene,108,76,1978
Victoria,109,75,1978
Clodagh,110,74,1978
Stephanie,110,74,1978
Joan,110,74,1978
Samantha,113,68,1978
Shirley,113,68,1978
Brigid,115,66,1978
Frances,115,66,1978
Hazel,117,65,1978
Regina,117,65,1978
Avril,119,64,1978
Katherine,120,63,1978
Antoinette,120,63,1978
Rose,122,62,1978
Noreen,123,61,1978
Amy,124,60,1978
Vanessa,124,60,1978
Melissa,126,59,1978
Miriam,126,59,1978
Natasha,128,58,1978
Therese,128,58,1978
Jessica,130,56,1978
Marian,130,56,1978
Majella,130,56,1978
Emily,133,54,1978
Julia,133,54,1978
Janet,133,54,1978
Eleanor,136,52,1978
Veronica,136,52,1978
Diane,136,52,1978
Noelle,139,51,1978
Eva,140,50,1978
Cliona,140,50,1978
Dawn,140,50,1978
Johanna,140,50,1978
Celine,140,50,1978
Wendy,145,49,1978
Lesley,146,47,1978
Nuala,147,46,1978
Melanie,148,45,1978
Maureen,148,45,1978
Breda,148,45,1978
Kelly,151,44,1978
Natalie,152,43,1978
Jacinta,152,43,1978
Sonya,152,43,1978
Susanne,152,43,1978
Charlotte,156,42,1978
Aideen,156,42,1978
Joanna,156,42,1978
Rosemary,156,42,1978
Fionnuala,156,42,1978
Janice,156,42,1978
Rachael,162,41,1978
Maura,162,41,1978
Sylvia,162,41,1978
Edwina,162,41,1978
Ursula,162,41,1978
Alice,167,40,1978
Leona,167,40,1978
Kim,167,40,1978
Marion,167,40,1978
Theresa,171,39,1978
Kathryn,172,38,1978
Katrina,172,38,1978
Philomena,172,38,1978
Imelda,172,38,1978
Rosaleen,172,38,1978
Erica,177,37,1978
Martha,177,37,1978
Lynda,179,36,1978
Naomi,180,35,1978
Sorcha,180,35,1978
Jillian,180,35,1978
Nichola,180,35,1978
Brid,184,34,1978
Hilary,184,34,1978
Sara,186,33,1978
Cora,186,33,1978
Aishling,186,33,1978
Tina,186,33,1978
Danielle,190,32,1978
Judith,190,32,1978
Noeleen,190,32,1978
Olga,193,31,1978
Monica,193,31,1978
Leah,195,29,1978
Rita,195,29,1978
Marcella,195,29,1978
Norma,195,29,1978
Siobhain,195,29,1978
Lucy,200,28,1978
Olive,200,28,1978
Marguerite,200,28,1978
Glenda,200,28,1978
Esther,204,27,1978
Sheena,204,27,1978
Alma,204,27,1978
Eithne,204,27,1978
Ailish,208,26,1978
Karina,208,26,1978
Vivienne,208,26,1978
Kate,211,25,1978
Caoimhe,211,25,1978
Maire,211,25,1978
Cathriona,211,25,1978
Dolores,211,25,1978
Fidelma,211,25,1978
Hannah,217,24,1978
Shauna,217,24,1978
Adrienne,217,24,1978
Michele,217,24,1978
Triona,217,24,1978
Jill,222,23,1978
Oonagh,222,23,1978
Dara,224,22,1978
Eilis,224,22,1978
Heather,226,21,1978
Stacey,226,21,1978
Rosemarie,226,21,1978
June,226,21,1978
Muireann,230,20,1978
Sonia,230,20,1978
Carolyn,230,20,1978
Gail,230,20,1978
Loraine,230,20,1978
Loretta,230,20,1978
Cathy,236,19,1978
Louisa,236,19,1978
Lynette,236,19,1978
Eilish,239,18,1978
Kerry,239,18,1978
Joyce,239,18,1978
Norah,239,18,1978
Jeanette,239,18,1978
Nicole,244,17,1978
Ailbhe,244,17,1978
Bronagh,244,17,1978
Lydia,244,17,1978
Sally,244,17,1978
Kerrie,244,17,1978
Allison,244,17,1978
Belinda,244,17,1978
Clair,244,17,1978
Zoe,253,16,1978
Nessa,253,16,1978
Winifred,253,16,1978
Arlene,253,16,1978
Catherina,253,16,1978
Nadine,258,15,1978
Erika,258,15,1978
Genevieve,258,15,1978
Mandy,258,15,1978
Cheryl,258,15,1978
Doreen,258,15,1978
Ethna,258,15,1978
Nollaig,258,15,1978
Cara,266,14,1978
Adele,266,14,1978
Davina,266,14,1978
Tammy,266,14,1978
Antonia,266,14,1978
Brona,266,14,1978
Ingrid,266,14,1978
Rhona,266,14,1978
Sile,266,14,1978
Carole,266,14,1978
Concepta,266,14,1978
Finola,266,14,1978
Lynne,266,14,1978
Priscilla,266,14,1978
Rowena,266,14,1978
Erin,281,13,1978
Alexandra,281,13,1978
Clara,281,13,1978
Leanne,281,13,1978
Serena,281,13,1978
Julianne,281,13,1978
Gina,281,13,1978
Agnes,281,13,1978
Collette,281,13,1978
Joann,281,13,1978
Annie,291,12,1978
Carla,291,12,1978
Joy,291,12,1978
Jamie,291,12,1978
Madeline,291,12,1978
Karla,291,12,1978
Dorothy,291,12,1978
Debra,291,12,1978
Roslyn,291,12,1978
Virginia,291,12,1978
Johanne,291,12,1978
Katie,302,11,1978
Shona,302,11,1978
Aislinn,302,11,1978
Simone,302,11,1978
Orlagh,302,11,1978
Olwyn,302,11,1978
Hilda,302,11,1978
Karan,302,11,1978
Lee,302,11,1978
Naoimh,302,11,1978
Patrice,302,11,1978
Rhonda,302,11,1978
Corinna,302,11,1978
Aimee,315,10,1978
Eve,315,10,1978
Eadaoin,315,10,1978
Lena,315,10,1978
Nina,315,10,1978
Neasa,315,10,1978
Stella,315,10,1978
Leonie,315,10,1978
Susanna,315,10,1978
Vivian,315,10,1978
Corina,315,10,1978
Eimer,315,10,1978
Ita,315,10,1978
Janette,315,10,1978
Kelley,315,10,1978
Trudy,315,10,1978
Cliodhna,331,9,1978
Juliette,331,9,1978
Jenny,331,9,1978
Lillian,331,9,1978
Dervla,331,9,1978
Elva,331,9,1978
Ramona,331,9,1978
Carina,331,9,1978
Darina,331,9,1978
Dympna,331,9,1978
Gayle,331,9,1978
Gwendoline,331,9,1978
Noirin,331,9,1978
Tania,331,9,1978
Thelma,331,9,1978
Trina,331,9,1978
Yvette,331,9,1978
Sophie,348,8,1978
Abigail,348,8,1978
Isobel,348,8,1978
Alicia,348,8,1978
Keelin,348,8,1978
Cynthia,348,8,1978
Marina,348,8,1978
Beverley,348,8,1978
Eavan,348,8,1978
Jude,348,8,1978
Lindsay,348,8,1978
Marjorie,348,8,1978
Sheelagh,348,8,1978
Marsha,348,8,1978
Isabella,362,7,1978
Claudia,362,7,1978
Diana,362,7,1978
Kiara,362,7,1978
Bronwyn,362,7,1978
Gloria,362,7,1978
Bianca,362,7,1978
Cecilia,362,7,1978
Charlene,362,7,1978
Marianne,362,7,1978
Bernice,362,7,1978
Felicity,362,7,1978
Moira,362,7,1978
Roberta,362,7,1978
Breeda,362,7,1978
Claudine,362,7,1978
Ethel,362,7,1978
Freda,362,7,1978
Jeanne,362,7,1978
Jo,362,7,1978
Kathrina,362,7,1978
Katriona,362,7,1978
Lynsey,362,7,1978
Terri,362,7,1978
Cathrina,362,7,1978
Lyn,362,7,1978
Amelia,388,6,1978
Sophia,388,6,1978
Orlaith,388,6,1978
Aoibheann,388,6,1978
Lara,388,6,1978
Michaela,388,6,1978
Keira,388,6,1978
Kara,388,6,1978
Meadhbh,388,6,1978
Carrie,388,6,1978
Jemma,388,6,1978
Jayne,388,6,1978
Selena,388,6,1978
Cait,388,6,1978
Celina,388,6,1978
Derval,388,6,1978
Selina,388,6,1978
Lyndsey,388,6,1978
Eibhlin,388,6,1978
Marguerita,388,6,1978
Maxine,388,6,1978
Treasa,388,6,1978
Assumpta,388,6,1978
Bairbre,388,6,1978
Celene,388,6,1978
Debbie,388,6,1978
Dervilla,388,6,1978
Dymphna,388,6,1978
Elma,388,6,1978
Ericka,388,6,1978
Jolene,388,6,1978
Justine,388,6,1978
Liza,388,6,1978
Marilyn,388,6,1978
Muriel,388,6,1978
Nathalie,388,6,1978
Breege,388,6,1978
Demelza,388,6,1978
Gwendolyn,388,6,1978
Petrina,388,6,1978
Gabrielle,428,5,1978
Ashley,428,5,1978
Dearbhla,428,5,1978
Kirsten,428,5,1978
Heidi,428,5,1978
Lia,428,5,1978
Blaithin,428,5,1978
Iseult,428,5,1978
Seana,428,5,1978
Tamara,428,5,1978
Colleen,428,5,1978
Judy,428,5,1978
Rosanna,428,5,1978
Bebhinn,428,5,1978
Bridie,428,5,1978
Camilla,428,5,1978
Vivien,428,5,1978
Adeline,428,5,1978
Desiree,428,5,1978
Dianne,428,5,1978
Fionnula,428,5,1978
Johannah,428,5,1978
Karena,428,5,1978
Kathy,428,5,1978
Leigh,428,5,1978
Marisa,428,5,1978
Olwen,428,5,1978
Selene,428,5,1978
Thomasina,428,5,1978
Vera,428,5,1978
Vicki,428,5,1978
Zita,428,5,1978
Catrina,428,5,1978
Dervilia,428,5,1978
Eveleen,428,5,1978
Fionuala,428,5,1978
Gobnait,428,5,1978
Katherina,428,5,1978
Phyllis,428,5,1978
Sabrena,428,5,1978
Sebrina,428,5,1978
Lauren,469,4,1978
Isabel,469,4,1978
Laoise,469,4,1978
Casey,469,4,1978
Riona,469,4,1978
April,469,4,1978
Toni,469,4,1978
Orna,469,4,1978
Iris,469,4,1978
Susannah,469,4,1978
Alva,469,4,1978
Ceara,469,4,1978
Delia,469,4,1978
Gwen,469,4,1978
Harriet,469,4,1978
Lilian,469,4,1978
Edith,469,4,1978
Lavinia,469,4,1978
Lindsey,469,4,1978
Jocelyn,469,4,1978
Vicky,469,4,1978
Angeline,469,4,1978
Averil,469,4,1978
Cornelia,469,4,1978
Criona,469,4,1978
Doris,469,4,1978
Gertrude,469,4,1978
Hillary,469,4,1978
Inez,469,4,1978
Janine,469,4,1978
Joleen,469,4,1978
Karyn,469,4,1978
Laurie,469,4,1978
Marcia,469,4,1978
Margurite,469,4,1978
Martine,469,4,1978
Melinda,469,4,1978
Rosalyn,469,4,1978
Shelia,469,4,1978
Edell,469,4,1978
Emir,469,4,1978
Jan,469,4,1978
Jeannette,469,4,1978
Juanita,469,4,1978
Karol,469,4,1978
Leeann,469,4,1978
Norita,469,4,1978
Rosanne,469,4,1978
Shinead,469,4,1978
Stacy,469,4,1978
Susann,469,4,1978
Treacy,469,4,1978
Yolanda,469,4,1978
Ava,522,3,1978
Sadhbh,522,3,1978
Shannon,522,3,1978
Zara,522,3,1978
Siofra,522,3,1978
Hayley,522,3,1978
Natalia,522,3,1978
Jade,522,3,1978
Lucia,522,3,1978
Nadia,522,3,1978
Caragh,522,3,1978
Hanna,522,3,1978
Blathnaid,522,3,1978
Lea,522,3,1978
Ada,522,3,1978
Ashleigh,522,3,1978
Rosa,522,3,1978
Francesca,522,3,1978
Nancy,522,3,1978
Dana,522,3,1978
Julianna,522,3,1978
Honor,522,3,1978
Ailis,522,3,1978
Alexis,522,3,1978
